1585;"Cheesecake Etc";"";0.0;0.0;"2141 Granville St";0;"";4.5;"10";"http://i1.s1.dpfile.com/pc/138caea218d396fa4716f33ff31a5114(249x249)/thumb.jpg";0.0;0;8.8;8.1;8.1;0;0
1586;"Starbucks";"";0.0;0.0;"818 West 6th Ave - False Creek";0;"";3.0;"0";"http://i1.s1.dpfile.com/pc/0735804d1773ddae32e1f04c095ae129(249x249)/thumb.jpg";0.0;0;6.8;6.8;6.8;0;0
1587;"Deer Garden Signatures";"";0.0;0.0;"2015-8580 Alexandra Road Richmond, BC";0;"";4.0;"0";"http://i2.s1.dpfile.com/pc/e7667bf118775fe4d1d3751f70f80e7a(249x249)/thumb.jpg";0.0;0;7.9;7.6;7.6;0;0
1588;"玉庭轩";"";0.0;0.0;"8511 Alexandra Road,Richmond,BC V6X 1C3,Canada";0;"";3.0;"0";"http://i2.s1.dpfile.com/pc/e08da1f1ed9cf17a4268b4b2c5120c44(249x249)/thumb.jpg";0.0;0;6.8;6.8;6.8;0;0
1589;"Cobs Bread Bakery";"";0.0;0.0;"1160 Davie St,Vancouver,BC V6E 1N1加拿大";0;"";3.0;"10";"http://i3.s1.dpfile.com/pc/9f0760d15fd95266e32afb0db045ebaa(249x249)/thumb.jpg";0.0;0;6.7;6.9;6.9;0;0
1590;"名都其他酒家";"";0.0;0.0;"110-8351 Alexandra Rd,Richmond, BC";1;"";4.0;"0";"http://i1.s1.dpfile.com/pc/28b2af2d8748e8997af9e75c890d3243(249x249)/thumb.jpg";0.0;0;7.9;7.8;7.8;0;0
1591;"湘緣湖南食府";"";0.0;0.0;"4850 Imperial St, Burnaby, BC";1;"";4.0;"0";"http://i2.s1.dpfile.com/pc/b90164da4988769b9bf6aca5bd520974(249x249)/thumb.jpg";0.0;0;7.4;6.6;6.6;0;0
1592;"Caffe Artigiano";"";0.0;0.0;"574 Granville St, Vancouver, BC V6C 1W6";1;"";4.0;"0";"http://i2.s1.dpfile.com/pc/592d762cf4708826a929e9790937c05c(249x249)/thumb.jpg";0.0;0;7.5;7.2;7.2;0;0
1593;"IHOP";"";0.0;0.0;"10551 St Edwards Street";0;"";4.0;"0";"http://i2.s1.dpfile.com/pc/61ef39e0544beea21860807aad3ceae5(249x249)/thumb.jpg";0.0;0;6.9;6.9;6.9;0;0
1594;"Cimona Cafe";"";0.0;0.0;"3791 Bayview Street, Suite 210, Richmond,";1;"";4.0;"4";"http://i1.s1.dpfile.com/pc/7b00bcbb664b48253cd8f6d03c7dd271(249x249)/thumb.jpg";0.0;0;7.5;7.5;7.5;0;0
1595;"The Boathouse Restaurant";"";0.0;0.0;"1795 Beach Ave, Vancouver, British Columbia, V6G 1Y9, Canada";1;"";3.0;"0";"http://i3.s1.dpfile.com/pc/e0c82e290414f387e9cd109fab8ec30f(249x249)/thumb.jpg";0.0;0;6.8;7.1;7.1;0;0
1596;"Chop Steakhouse & Bar - Richmond";"";0.0;0.0;"10251 St Edwards Dr, Richmond, BC V6X 2M9";1;"";4.0;"0";"http://i2.s1.dpfile.com/pc/6a2ff0e11942540d15f16f240f871176(249x249)/thumb.jpg";0.0;0;7.2;7.2;7.2;0;0
1597;"Haroo Restaurant";"";0.0;0.0;"8580 Alexandra Rd, Richmond,";604;"";4.0;"6";"http://i1.s1.dpfile.com/pc/33e9b4ead3598908a9f2f3054f6e4b34(249x249)/thumb.jpg";0.0;0;7.0;6.9;6.9;0;0
1598;"Empire Chinese Cuisine";"";0.0;0.0;"8251 Alexandra Rd Richmond, BC";0;"";4.0;"0";"http://i1.s1.dpfile.com/pc/fd1a8aabd15ff21592b1500e707f818f(249x249)/thumb.jpg";0.0;0;7.3;7.1;7.1;0;0
1599;"尚品其他面馆";"";0.0;0.0;"1120-8391 Alexandra Rd Richmond BC V6X1C3";604;"";4.0;"0";"http://i1.s1.dpfile.com/pc/d0f0142f72f28e4d769f96dd656a216c(249x249)/thumb.jpg";0.0;0;7.1;7.1;7.1;0;0
1600;"Chef Hung Taiwanese Beef Noodle";"";0.0;0.0;"1560 Marine Drive West Vancouver BC ";0;"";4.0;"0";"http://i1.s1.dpfile.com/pc/469129cf2ad339fbec65fee6c63fc52d(249x249)/thumb.jpg";0.0;0;7.1;6.8;6.8;0;0
1601;"Havana";"";0.0;0.0;"1212 Commercial Dr";0;"";4.0;"0";"http://i1.s1.dpfile.com/pc/7b80d8250547fc42b32a5965b1068c91(249x249)/thumb.jpg";0.0;0;0.0;0.0;0.0;0;0
1602;"Rumpus Room";"";0.0;0.0;"2680 Main St";0;"";4.0;"0";"http://i2.s1.dpfile.com/pc/d412a04bbcc0ceb6891e4fed46b2af47(249x249)/thumb.jpg";0.0;0;0.0;0.0;0.0;0;0
1603;"幸运其他酒家";"";0.0;0.0;"150-11700 Cambie Road, Road";604;"";4.0;"0";"http://i1.s1.dpfile.com/pc/9dd7ec44d00e94e960e0b8b57302f562(249x249)/thumb.jpg";0.0;0;7.4;6.8;6.8;0;0
1604;"East is East";"";0.0;0.0;"4413 Main St";0;"";4.0;"0";"http://i1.s1.dpfile.com/pc/dfed7a3057c6d1d60d111c00ab451c24(249x249)/thumb.jpg";0.0;0;0.0;0.0;0.0;0;0
1605;"New Peace Chinese Restaurant";"";0.0;0.0;"630 Davie St.,Vancouver,British Columbia V6B 2G5,Canada";1;"";3.0;"0";"http://i2.s1.dpfile.com/pc/06e0ae8fd32af724914ba05f5841a47e(249x249)/thumb.jpg";0.0;0;6.7;6.7;6.7;0;0
1606;"Acme Cafe";"";0.0;0.0;"51 W Hastings St";0;"";4.0;"0";"http://i3.s1.dpfile.com/pc/47dffe2dcb8c51540d97eea715c10328(249x249)/thumb.jpg";0.0;0;0.0;0.0;0.0;0;0
1607;"Le Gavroche";"";0.0;0.0;"1616 Alberni St";1;"";4.0;"0";"http://i3.s1.dpfile.com/pc/aa5c2f82c335de8f25ed965777c336dd(249x249)/thumb.jpg";0.0;0;0.0;0.0;0.0;0;0
1608;"Acorn";"";0.0;0.0;"3995 Main St";0;"";4.0;"0";"http://i1.s1.dpfile.com/pc/fa1a72cd771d9f0dcf7feb310cf7730f(249x249)/thumb.jpg";0.0;0;0.0;0.0;0.0;0;0
1609;"Gene Cafe";"";0.0;0.0;"2404 Main St";0;"";4.0;"0";"http://i2.s1.dpfile.com/pc/d412a04bbcc0ceb6891e4fed46b2af47(249x249)/thumb.jpg";0.0;0;0.0;0.0;0.0;0;0
1610;"Observatory";"";0.0;0.0;"Grouse Mountain";1;"";4.0;"0";"http://i1.s1.dpfile.com/pc/9ee187679c4b924b2272025b6131239a(249x249)/thumb.jpg";0.0;0;0.0;0.0;0.0;0;0
1611;"Savary Island Pie Company";"";0.0;0.0;"1533 Marine Dr";0;"";4.0;"0";"http://i2.s1.dpfile.com/pc/3500a6c74322d710b74a190c8af6e21a(249x249)/thumb.jpg";0.0;0;0.0;0.0;0.0;0;0
1612;"Agro Café";"";0.0;0.0;"1363 Railspur Alley";0;"";4.0;"0";"http://i1.s1.dpfile.com/pc/c34c3050270222f48c3979d2313ac63e(249x249)/thumb.jpg";0.0;0;0.0;0.0;0.0;0;0
1613;"Daily Grind Cafe";"";0.0;0.0;"1500 W Georgia St";0;"";4.0;"0";"http://i3.s1.dpfile.com/pc/f20466a42bb7d78e8801977bbaa687b6(249x249)/thumb.jpg";0.0;0;0.0;0.0;0.0;0;0
1614;"Nelson the Seagull";"";0.0;0.0;"315 Carrall St";0;"";4.0;"0";"http://i3.s1.dpfile.com/pc/7676fb5c195e2254d8e664ffd7815ba1(249x249)/thumb.jpg";0.0;0;0.0;0.0;0.0;0;0
1615;"Zakkushi";"";0.0;0.0;"1833 W 4th Ave";0;"";4.0;"0";"http://i1.s1.dpfile.com/pc/2cc7b8fb56b0f1c86c84e20fcb93b633(249x249)/thumb.jpg";0.0;0;0.0;0.0;0.0;0;0
1616;"La Cigale French Bistro";"";0.0;0.0;"1961 W 4th Ave";1;"";4.0;"0";"http://i2.s1.dpfile.com/pc/bff902389ab96492fda21f6664ce3419(249x249)/thumb.jpg";0.0;0;0.0;0.0;0.0;0;0
1617;"Gorilla Food";"";0.0;0.0;"436 Richards St";0;"";4.0;"0";"http://i3.s1.dpfile.com/pc/99b2149a7cfe78bf28aaa7a846c095bd(249x249)/thumb.jpg";0.0;0;0.0;0.0;0.0;0;0
1618;"Carthage Cafe";"";0.0;0.0;"1851 Commercial Dr";0;"";4.0;"0";"http://i2.s1.dpfile.com/pc/315bc42ee27930535cdb8ef4eb963e58(249x249)/thumb.jpg";0.0;0;0.0;0.0;0.0;0;0
1619;"Uprising Breads Bakery Cafe";"";0.0;0.0;"1697 Venables St";0;"";4.0;"0";"http://i2.s1.dpfile.com/pc/b0c88db911e77cc3a38ff3f585cd4e34(249x249)/thumb.jpg";0.0;0;0.0;0.0;0.0;0;0
1620;"Pied-a-Terre";"";0.0;0.0;"3369 Cambia St";1;"";4.0;"0";"http://i2.s1.dpfile.com/pc/59b35e2f1186370893a3ffbc8f7af889(249x249)/thumb.jpg";0.0;0;0.0;0.0;0.0;0;0
1621;"La Mezcaleria";"";0.0;0.0;"1622 Commercial Dr";0;"";4.0;"0";"http://i3.s1.dpfile.com/pc/e210e3d96b0fd912f04d7b7d3ae47ab6(249x249)/thumb.jpg";0.0;0;0.0;0.0;0.0;0;0
1622;"Capers";"";0.0;0.0;"675 Robson St.";1;"";4.0;"0";"http://i2.s1.dpfile.com/pc/ffb12573d27891ad1807a953750702f2(249x249)/thumb.jpg";0.0;0;0.0;0.0;0.0;0;0
1623;"La Taqueria Pinche Taco Shop";"";0.0;0.0;"2549 Cambie St";0;"";4.0;"0";"http://i2.s1.dpfile.com/pc/a6250517428fbb819f811543b54c02e7(249x249)/thumb.jpg";0.0;0;0.0;0.0;0.0;0;0
1624;"Palki Restaurant";"";0.0;0.0;"116 East 15th Street";0;"";4.0;"0";"http://i3.s1.dpfile.com/pc/b5e2fb2ef27335aa1aa43f369741baf2(249x249)/thumb.jpg";0.0;0;0.0;0.0;0.0;0;0
1625;"Cannibal Café";"";0.0;0.0;"1818 Commercial Dr";0;"";4.0;"0";"http://i1.s1.dpfile.com/pc/24743b4388738dc6290a422aca126869(249x249)/thumb.jpg";0.0;0;0.0;0.0;0.0;0;0
1626;"Rainier Provisions";"";0.0;0.0;"2 W Cordova St";0;"";4.0;"0";"http://i2.s1.dpfile.com/pc/0c7ce080190e7966fb3c0d00975b6b91(249x249)/thumb.jpg";0.0;0;0.0;0.0;0.0;0;0
1627;"Posh Charcoal Collaboration Dining";"";0.0;0.0;"3779 Sexsmith Rd, Richmond";0;"";4.0;"0";"http://i1.s1.dpfile.com/pc/8be5b7fd2ac12a5ef0711afd55e098d6(249x249)/thumb.jpg";0.0;0;0.0;0.0;0.0;0;0
1628;"Sweet Cherubim";"";0.0;0.0;"1105 Commercial Dr";0;"";4.0;"0";"http://i3.s1.dpfile.com/pc/8a7be4ffc910eac69bbf96dde166dbba(249x249)/thumb.jpg";0.0;0;0.0;0.0;0.0;0;0
1629;"Maenam";"";0.0;0.0;"1938 W 4th Ave";1;"";4.0;"0";"http://i2.s1.dpfile.com/pc/dfdb66ec0a38ab64b84a5962dc3922cf(249x249)/thumb.jpg";0.0;0;0.0;0.0;0.0;0;0
1630;"Aperture Coffee Bar";"";0.0;0.0;"243 W Broadway";0;"";4.0;"0";"http://i2.s1.dpfile.com/pc/141b9fc63639298f4d66031ce0b22d32(249x249)/thumb.jpg";0.0;0;0.0;0.0;0.0;0;0
1631;"Tap & Barrel";"";0.0;0.0;"1 Athletes Way";0;"";4.0;"0";"http://i3.s1.dpfile.com/pc/9848b9bff538aa0afd6ecb173f46605c(249x249)/thumb.jpg";0.0;0;0.0;0.0;0.0;0;0
1632;"All India Sweets & Restaurant";"";0.0;0.0;"6507 Main St";0;"";4.0;"0";"http://i3.s1.dpfile.com/pc/56de839cc82d1a37b18f5283858d052a(249x249)/thumb.jpg";0.0;0;0.0;0.0;0.0;0;0
1633;"Lumiere";"";0.0;0.0;"2551 West Broadway";1;"";0.0;"0";"http://i1.s1.dpfile.com/pc/4a6141f2911c294ba40d3ccdc3edfcf2(249x249)/thumb.jpg";0.0;0;0.0;0.0;0.0;0;0
1634;"Ouisi Bistro";"";0.0;0.0;"3014 Granville St";0;"";4.0;"0";"http://i3.s1.dpfile.com/pc/4a99a574acf377593952dbb543cae0d7(249x249)/thumb.jpg";0.0;0;0.0;0.0;0.0;0;0
1635;"韩川豆腐锅";"";0.0;0.0;"8328 Capstan Way RichmondBC V6X1R3";0;"";0.0;"0";"http://i3.s1.dpfile.com/pc/fd2a21bea82c7eabaeb7bdff43bea4da(249x249)/thumb.jpg";0.0;0;0.0;0.0;0.0;0;0
1636;"TSUI HANG VILLAGE";"";0.0;0.0;"1193 Granville Street,V6Z1L2,Vancouver BC,Canada";0;"";0.0;"0";"http://i2.s1.dpfile.com/pc/bd93101d027f24a5391b20ef72bfe169(249x249)/thumb.jpg";0.0;0;0.0;0.0;0.0;0;0
1637;"火锅世家";"";0.0;0.0;"3779 Sexsmith Road,Richmond";604;"";0.0;"0";"http://i2.s1.dpfile.com/pc/90bdf37b2d7ab4630dab0474bcc40a99(249x249)/thumb.jpg";0.0;0;0.0;0.0;0.0;0;0
1638;"Campagnolo";"";0.0;0.0;"1020 Main St";0;"";4.0;"0";"http://i3.s1.dpfile.com/pc/72eb26fefc4fc80c9e613e8a6fe2ff8d(249x249)/thumb.jpg";0.0;0;0.0;0.0;0.0;0;0
1639;"胖娃京川菜馆";"";0.0;0.0;"8328 Capstan Way Richmond,BC V6X";0;"";0.0;"0";"http://i1.s1.dpfile.com/pc/ad061edeb5d5e360101a6e4dfff030c7(249x249)/thumb.jpg";0.0;0;0.0;0.0;0.0;0;0
1640;"Steveston Seafood House";"";0.0;0.0;"3951 Moncton St, Richmond, BC";1;"";0.0;"0";"http://i3.s1.dpfile.com/pc/3fddb6e98ddd1fb0c7bf6f7727b4f12d(249x249)/thumb.jpg";0.0;0;0.0;0.0;0.0;0;0
1641;"重庆秦妈火锅";"";0.0;0.0;"8080 Leslie Rd,Richmond,BC V6X 4A8";0;"";0.0;"0";"http://i2.s1.dpfile.com/pc/ea8025994f6a92f2450f3e48d3b0e9aa(249x249)/thumb.jpg";0.0;0;0.0;0.0;0.0;0;0
1642;"Rain flower Restaurant";"";0.0;0.0;"3600 No.3 Road, Richmond (Canadian Tire旁)";0;"";0.0;"0";"http://i1.s1.dpfile.com/pc/9e8ffdcd4b1eb38b4d3f1105b1c90f2c(249x249)/thumb.jpg";0.0;0;0.0;0.0;0.0;0;0
1643;"白石海滨风景区北京饭店";"";0.0;0.0;"15057 Marine Dr,White Rock,BC V4B 1C5";0;"";0.0;"0";"http://i3.s1.dpfile.com/pc/75a40dfeb70e5145d6dcfa006625cb72(249x249)/thumb.jpg";0.0;0;0.0;0.0;0.0;0;0
1644;"味藏 Aji-Kura Ramen & Sushi";"";0.0;0.0;"5857 Victoria Dr Vancouver,BC V5P3W5";0;"";0.0;"0";"http://i1.s1.dpfile.com/pc/d76f8b82c519ef96458091e0df081091(249x249)/thumb.jpg";0.0;0;0.0;0.0;0.0;0;0
1645;"香香妞川菜私房料理";"";0.0;0.0;"8888 Odlin Cre,Richmond";0;"";0.0;"0";"http://i1.s1.dpfile.com/pc/b82c4567046227f498a96f17a5b247ba(249x249)/thumb.jpg";0.0;0;0.0;0.0;0.0;0;0
1646;"No Frills";"";0.0;0.0;"1030 Denman St";1;"";4.0;"0";"http://i1.s1.dpfile.com/pc/0ac5459b9f7409093b47420962b76388(249x249)/thumb.jpg";0.0;0;0.0;0.0;0.0;0;0
1647;"原烧Posh";"";0.0;0.0;"6462 Kingsway Burnaby, BC V5E 1E1";0;"";0.0;"0";"http://i2.s1.dpfile.com/pc/25ccb05116f2364490fb2a3fbf2eea4b(249x249)/thumb.jpg";0.0;0;0.0;0.0;0.0;0;0
1648;"北京小吃街";"";0.0;0.0;"列治文大统华超市二楼FoodCourt(时代坊北门马路对面)";0;"";3.0;"1";"http://i3.s1.dpfile.com/pc/631d11bd76efbb5fc4cda8ed82b9897d(249x249)/thumb.jpg";0.0;0;6.9;6.7;6.7;0;0
1649;"Miku Restaurant";"";0.0;0.0;"Canada Pl, Vancouver, BC V6C";1;"";4.0;"0";"http://i1.s1.dpfile.com/pc/2b745f1429805281541d76c04a7b07f1(249x249)/thumb.jpg";0.0;0;7.7;8.1;8.1;0;0
1650;"半岛公馆";"";0.0;0.0;"140 - 650 W. 41st Ave.Oakridge Centre";604;"";4.0;"1";"http://i3.s1.dpfile.com/pc/7fc25b717360fe318fcffc673a94889e(249x249)/thumb.jpg";0.0;0;7.5;7.6;7.6;0;0
1651;"The KEG";"";0.0;0.0;"grandvill island";0;"";4.0;"4";"http://i1.s1.dpfile.com/pc/4232fec29be8376451dc705f24b22ca2(249x249)/thumb.jpg";0.0;0;7.4;7.4;7.4;0;0
1652;"海港大酒楼";"";0.0;0.0;"8888 River Road, Richmond(River Rock)";604;"";4.0;"1";"http://i2.s1.dpfile.com/pc/a9ab6a3c68882c2e03f7fbeafda5cbfa(249x249)/thumb.jpg";0.0;0;8.1;8.2;8.2;0;0
1653;"重庆刘一手火锅";"";0.0;0.0;"150-4731 Garden city Rd.Richmond BC";604;"";4.0;"0";"http://i1.s1.dpfile.com/pc/ebfddf609c0d7664ebc862d386771735(249x249)/thumb.jpg";0.0;0;7.5;7.5;7.5;0;0
1654;"九记";"";0.0;0.0;"812-5300 Landowne Center No 3 Road";1;"";4.0;"0";"http://i1.s1.dpfile.com/pc/522cfff1b7617cf224451ab5a044e02a(249x249)/thumb.jpg";0.0;0;7.3;6.8;6.8;0;0
1655;"The Fish Shack";"";0.0;0.0;"****1026, Granville St. Vancouver, BC";1;"";4.0;"0";"http://i2.s1.dpfile.com/pc/008f049260a4c3ff7c01527cbd3a4460(249x249)/thumb.jpg";0.0;0;8.0;8.1;8.1;0;0
1656;"上海一只鼎";"";0.0;0.0;"8100 Ackroyd Road, Richmond";604;"";4.0;"1";"http://i1.s1.dpfile.com/pc/0f6e5ff2724ecd3936e614b8b068f0bc(249x249)/thumb.jpg";0.0;0;8.1;7.4;7.4;0;0
1657;"新瑞华其他酒家(Richmond总店)";"";0.0;0.0;"加拿大温哥华#102-4940 No.3 Road";1;"";4.0;"0";"http://i2.s1.dpfile.com/pc/72bbf706659ad433f9840140a8bb763e(249x249)/thumb.jpg";0.0;0;8.3;8.0;8.0;0;0
1658;"Shuraku Sake Bar & Bistro";"";0.0;0.0;"833 Granville St., Vancouver, British Columbia, Canada (Downtown)(Robson Street)";604;"";4.5;"0";"http://i3.s1.dpfile.com/pc/1d9addf50f9c2e46d26953a21b27c1c8(249x249)/thumb.jpg";0.0;0;0.0;0.0;0.0;0;0
1659;"Joe Fortes Seafood & Chop House";"";0.0;0.0;"777 Thurlow St,Vancouver,BC V6E 3V5加拿大";1;"";4.0;"0";"http://i3.s1.dpfile.com/pc/2b7a6c4b4a8b5e7d5c04eb9a60fcb5c1(249x249)/thumb.jpg";0.0;0;8.0;8.0;8.0;0;0
1660;"japadog";"";0.0;0.0;"Burrard & Smithe ";0;"";4.0;"0";"http://i2.s1.dpfile.com/pc/083b5747b4b15b5f52f4da5d7759530d(249x249)/thumb.jpg";0.0;0;8.2;6.8;6.8;0;0
1661;"Cafe Crepe";"";0.0;0.0;"1032 Robson St, Vancouver, British Columbia V6E 1A7, Canada (Downtown)";1;"";4.5;"0";"http://i2.s1.dpfile.com/pc/803eae6c1f08d64ed735e6001b5349d2(249x249)/thumb.jpg";0.0;0;0.0;0.0;0.0;0;0
1662;"Lupo Restaurant";"";0.0;0.0;"869 Hamilton St, Vancouver, British Columbia V6B 2R7, Canada(Between Robson & Smithe)";604569;"";4.5;"0";"http://i2.s1.dpfile.com/pc/0e308c91ed6e4addf4c593cbccf726ff(249x249)/thumb.jpg";0.0;0;0.0;0.0;0.0;0;0
